Pond,Date,Mean_temp_A,Mean_temp_B,Mean_temp,Dosing
F10,2019/3/30,18.64147122,18.17527615,18.40837369,Post
F11,2019/3/30,12.90536896,12.89431326,12.89984111,Post
F12,2019/3/30,14.61240792,14.54043469,14.57642131,Post
F2,2019/3/30,16.24484774,16.64855885,16.4467033,Post
F3,2019/3/30,16.65117722,16.61946302,16.63532012,Post
F4,2019/3/30,12.65677601,12.57597691,12.61637646,Post
F5,2019/3/30,12.39910851,12.38268587,12.39089719,Post
F6,2019/3/30,17.6301175,17.58195392,17.60603571,Post
F7,2019/3/30,20.04531167,20.63989667,20.34260417,Post
F8,2019/3/30,14.7577666,14.74880222,14.75328441,Post
F9,2019/3/30,12.21879128,12.18654281,12.20266705,Post
G1,2019/3/30,14.59565948,14.59787135,14.59676542,Post
G10,2019/3/30,14.65861389,14.63784427,14.64822908,Post
G11,2019/3/30,17.51960257,17.61948896,17.56954577,Post
G12,2019/3/30,16.61098549,16.65612253,16.63355401,Post
G2,2019/3/30,13.58088826,13.60895142,13.59491984,Post
G3,2019/3/30,14.59330653,14.55658431,14.57494542,Post
G4,2019/3/30,16.62506924,16.63007514,16.62757219,Post
G5,2019/3/30,15.56564535,15.59724858,15.58144697,Post
G6,2019/3/30,12.69722608,12.70351747,12.70037178,Post
G7,2019/3/30,11.220641,11.7756825,11.49816175,Post
G8,2019/3/30,12.30104642,12.31622514,12.30863578,Post
G9,2019/3/30,16.63572101,16.08805045,16.36188573,Post
H1,2019/3/30,12.37977486,12.44679497,12.41328492,Post
H10,2019/3/30,12.50474208,12.55206222,12.52840215,Post
H11,2019/3/30,16.11613069,16.64039358,16.37826214,Post
H12,2019/3/30,11.98953625,11.95400635,11.9717713,Post
H2,2019/3/30,12.14096677,12.13546691,12.13821684,Post
H3,2019/3/30,20.64127597,20.64127597,20.64127597,Post
H4,2019/3/30,16.60925677,16.66035493,16.63480585,Post
H5,2019/3/30,14.74933854,14.4417992,14.59556887,Post
H6,2019/3/30,12.43797073,12.47109851,12.45453462,Post
H7,2019/3/30,18.38221417,19.62735556,19.00478487,Post
H8,2019/3/30,16.25680247,16.69987997,16.47834122,Post
H9,2019/3/30,13.74160125,13.72186017,13.73173071,Post
A1,2019/3/31,15.86650201,15.86530264,15.86590233,Post
A10,2019/3/31,11.81609771,11.75510885,11.78560328,Post
A11,2019/3/31,15.84351781,15.86321993,15.85336887,Post
A12,2019/3/31,12.56819306,12.59852111,12.58335709,Post
A2,2019/3/31,11.40247417,11.41745896,11.40996657,Post
A3,2019/3/31,16.43337128,16.86392663,16.64864896,Post
A4,2019/3/31,11.85956292,11.85682399,11.85819346,Post
A5,2019/3/31,12.81953528,12.87886358,12.84919943,Post
A6,2019/3/31,15.82803163,15.88938736,15.8587095,Post
A7,2019/3/31,11.87271743,11.85510028,11.86390886,Post
A8,2019/3/31,16.88642194,16.46228431,16.67435313,Post
A9,2019/3/31,13.79599743,13.86837122,13.83218433,Post
B1,2019/3/31,12.84379944,12.87954785,12.86167365,Post
B10,2019/3/31,18.97764628,19.85824694,19.41794661,Post
B11,2019/3/31,13.84612927,13.88010094,13.86311511,Post
B12,2019/3/31,12.33016208,12.29661997,12.31339103,Post
B2,2019/3/31,11.56410526,11.51755383,11.54082955,Post
B3,2019/3/31,17.66932708,17.88635306,17.77784007,Post
B4,2019/3/31,11.86350479,11.8653825,11.86444365,Post
B5,2019/3/31,11.71130319,11.76002844,11.73566582,Post
B6,2019/3/31,18.46432278,18.86275368,18.66353823,Post
B7,2019/3/31,14.87417285,14.85363038,14.86390162,Post
B8,2019/3/31,12.01400559,12.03275743,12.02338151,Post
B9,2019/3/31,15.86878243,15.8079776,15.83838002,Post
C1,2019/3/31,11.52396667,11.53922799,11.53159733,Post
C10,2019/3/31,15.86338972,15.86314538,15.86326755,Post
C11,2019/3/31,18.83657677,18.86260222,18.8495895,Post
C12,2019/3/31,12.13731833,12.12320399,12.13026116,Post
C2,2019/3/31,13.88273455,13.88407917,13.88340686,Post
C3,2019/3/31,15.86007986,15.83833003,15.84920495,Post
C4,2019/3/31,19.24757042,19.85715674,19.55236358,Post
C5,2019/3/31,13.87137535,13.90011156,13.88574346,Post
C6,2019/3/31,11.8980074,11.87357063,11.88578902,Post
C7,2019/3/31,13.87757934,13.87153042,13.87455488,Post
C8,2019/3/31,15.86910267,15.85872667,15.86391467,Post
C9,2019/3/31,11.92544431,11.96296094,11.94420263,Post
D1,2019/3/31,11.78294326,11.79948962,11.79121644,Post
D10,2019/3/31,12.00116854,12.07343188,12.03730021,Post
D11,2019/3/31,15.78825038,15.87713333,15.83269186,Post
D12,2019/3/31,15.86496354,15.89231601,15.87863978,Post
D2,2019/3/31,15.86436813,15.82955792,15.84696303,Post
D3,2019/3/31,17.83860149,17.85494316,17.84677233,Post
D4,2019/3/31,13.88336385,13.86741906,13.87539146,Post
D5,2019/3/31,11.79898101,11.79935924,11.79917013,Post
D6,2019/3/31,11.6779091,11.65168785,11.66479848,Post
D7,2019/3/31,15.85525372,15.87043135,15.86284254,Post
D8,2019/3/31,11.82118938,11.84560663,11.83339801,Post
D9,2019/3/31,17.86299667,17.82974611,17.84637139,Post
E1,2019/3/31,15.86028108,15.84787819,15.85407964,Post
E10,2019/3/31,13.88503385,13.91041472,13.89772429,Post
E11,2019/3/31,14.86294882,14.87451424,14.86873153,Post
E12,2019/3/31,12.09293205,12.11968733,12.10630969,Post
E2,2019/3/31,18.84713594,18.5517108,18.69942337,Post
E3,2019/3/31,11.76253021,11.7585433,11.76053676,Post
E4,2019/3/31,15.85435368,15.86684587,15.86059978,Post
E5,2019/3/31,14.87175538,14.8242125,14.84798394,Post
E6,2019/3/31,11.83456559,11.87170233,11.85313396,Post
E7,2019/3/31,15.8613,15.76049934,15.81089967,Post
E8,2019/3/31,11.84551441,11.88570333,11.86560887,Post
E9,2019/3/31,13.86684972,13.87935736,13.87310354,Post
F1,2019/3/31,11.81931743,11.85575059,11.83753401,Post
F10,2019/3/31,17.87166229,17.56027941,17.71597085,Post
F11,2019/3/31,12.10989097,12.09510993,12.10250045,Post
F12,2019/3/31,13.88464431,13.81632868,13.8504865,Post
F2,2019/3/31,15.65863458,15.86961396,15.76412427,Post
F3,2019/3/31,15.86016181,15.83650531,15.84833356,Post
F4,2019/3/31,11.83724045,11.74447948,11.79085997,Post
F5,2019/3/31,11.66339528,11.65279132,11.6580933,Post
F6,2019/3/31,16.86404708,16.8092316,16.83663934,Post
F7,2019/3/31,19.38337719,19.84756503,19.61547111,Post
F8,2019/3/31,13.8785858,13.87679118,13.87768849,Post
F9,2019/3/31,11.68321486,11.64450344,11.66385915,Post
G1,2019/3/31,13.87198326,13.87709542,13.87453934,Post
G10,2019/3/31,13.89337448,13.8754408,13.88440764,Post
G11,2019/3/31,16.77145788,16.87235594,16.82190691,Post
G12,2019/3/31,15.82545944,15.86994698,15.84770321,Post
G2,2019/3/31,12.85838667,12.8831874,12.87078704,Post
G3,2019/3/31,13.87427438,13.8486983,13.86148634,Post
G4,2019/3/31,15.87663104,15.87763167,15.87713136,Post
G5,2019/3/31,14.83406715,14.86597375,14.85002045,Post
G6,2019/3/31,11.85659281,11.86844403,11.86251842,Post
G7,2019/3/31,11.04671232,11.36956335,11.20813784,Post
G8,2019/3/31,11.68015448,11.69611535,11.68813492,Post
G9,2019/3/31,15.88970191,15.56179198,15.72574695,Post
H1,2019/3/31,11.55554514,11.62640674,11.59097594,Post
H10,2019/3/31,11.86148184,11.9011333,11.88130757,Post
H11,2019/3/31,15.53124507,15.90325451,15.71724979,Post
H12,2019/3/31,11.69718934,11.66455219,11.68087077,Post
H2,2019/3/31,11.39727672,11.39850907,11.3978929,Post
H3,2019/3/31,19.79765413,19.79765413,19.79765413,Post
H4,2019/3/31,15.81767271,15.86752569,15.8425992,Post
H5,2019/3/31,13.8770417,13.76706597,13.82205384,Post
H6,2019/3/31,11.71249302,11.7352017,11.72384736,Post
H7,2019/3/31,17.94843559,18.83749142,18.39296351,Post
H8,2019/3/31,15.65778375,15.87530378,15.76654377,Post
H9,2019/3/31,12.90775038,12.88268715,12.89521877,Post
A1,2019/4/1,15.01120785,15.00859128,15.00989957,Post
A10,2019/4/1,10.9043659,10.84144418,10.87290504,Post
A11,2019/4/1,15.08006585,15.10835861,15.09421223,Post
A12,2019/4/1,11.95745303,11.99788683,11.97766993,Post
A2,2019/4/1,10.27470395,10.28409845,10.2794012,Post
A3,2019/4/1,15.3874183,16.00665736,15.69703783,Post
A4,2019/4/1,10.95012317,10.94906305,10.94959311,Post
A5,2019/4/1,11.95122323,12.01454131,11.98288227,Post
A6,2019/4/1,14.98421777,15.04824164,15.01622971,Post
A7,2019/4/1,11.01956862,11.0014051,11.01048686,Post
A8,2019/4/1,16.07385937,15.52842007,15.80113972,Post
A9,2019/4/1,12.99670631,13.0635478,13.03012706,Post
B1,2019/4/1,11.97010861,12.00853716,11.98932289,Post
B10,2019/4/1,18.13091411,19.01202655,18.57147033,Post
B11,2019/4/1,13.0256824,13.05655913,13.04112077,Post
B12,2019/4/1,11.64498312,11.60510382,11.62504347,Post
B2,2019/4/1,10.52145008,10.48826557,10.50485783,Post
B3,2019/4/1,16.76447941,17.03999896,16.90223919,Post
B4,2019/4/1,10.99725071,11.00332281,11.00028676,Post
B5,2019/4/1,10.75646349,10.80376116,10.78011233,Post
B6,2019/4/1,17.61746878,18.02168474,17.81957676,Post
B7,2019/4/1,13.99445178,13.9662,13.98032589,Post
B8,2019/4/1,11.17459232,11.19681113,11.18570173,Post
B9,2019/4/1,15.01412282,14.94785077,14.9809868,Post
C1,2019/4/1,10.52679355,10.55208286,10.53943821,Post
C10,2019/4/1,15.12736923,15.12188334,15.12462629,Post
C11,2019/4/1,18.0243515,18.05808714,18.04121932,Post
C12,2019/4/1,11.43956243,11.41622284,11.42789264,Post
C2,2019/4/1,13.00594201,13.01524219,13.0105921,Post
C3,2019/4/1,15.05983799,15.04274431,15.05129115,Post
C4,2019/4/1,18.35615129,19.01789153,18.68702141,Post
C5,2019/4/1,13.00678066,13.03767303,13.02222685,Post
C6,2019/4/1,10.83075208,10.80405625,10.81740417,Post
C7,2019/4/1,13.16022749,13.15448185,13.15735467,Post
C8,2019/4/1,15.02103484,15.01168066,15.01635775,Post
C9,2019/4/1,10.92531683,10.98921652,10.95726668,Post
D1,2019/4/1,10.89945265,10.92079541,10.91012403,Post
D10,2019/4/1,11.19417989,11.2772918,11.23573585,Post
D11,2019/4/1,15.04748794,15.13117185,15.0893299,Post
D12,2019/4/1,15.06825551,15.09832523,15.08329037,Post
D2,2019/4/1,15.05220083,15.01805226,15.03512655,Post
D3,2019/4/1,17.03605785,17.03830354,17.0371807,Post
D4,2019/4/1,13.05188958,13.0392293,13.04555944,Post
D5,2019/4/1,10.90862343,10.90982133,10.90922238,Post
D6,2019/4/1,10.63470537,10.61936057,10.62703297,Post
D7,2019/4/1,15.12235561,15.13070195,15.12652878,Post
D8,2019/4/1,10.92665328,10.95157183,10.93911256,Post
D9,2019/4/1,17.04745589,17.00709815,17.02727702,Post
E1,2019/4/1,14.99324965,14.97332854,14.9832891,Post
E10,2019/4/1,13.01199767,13.03035387,13.02117577,Post
E11,2019/4/1,14.12676613,14.1424585,14.13461232,Post
E12,2019/4/1,11.4242434,11.45119555,11.43771948,Post
E2,2019/4/1,17.97799526,17.6734147,17.82570498,Post
E3,2019/4/1,10.81370698,10.82045597,10.81708148,Post
E4,2019/4/1,15.08887858,15.09710691,15.09299275,Post
E5,2019/4/1,14.07256021,14.02351969,14.04803995,Post
E6,2019/4/1,11.03568035,11.08106462,11.05837249,Post
E7,2019/4/1,15.03607822,14.89487659,14.96547741,Post
E8,2019/4/1,11.02441928,11.07134354,11.04788141,Post
E9,2019/4/1,13.02839798,13.03924937,13.03382368,Post
F1,2019/4/1,10.8888631,10.9386559,10.9137595,Post
F10,2019/4/1,17.03316718,16.6490677,16.84111744,Post
F11,2019/4/1,11.31162372,11.3007581,11.30619091,Post
F12,2019/4/1,13.01211453,12.94341258,12.97776356,Post
F2,2019/4/1,14.7523431,15.03725774,14.89480042,Post
F3,2019/4/1,15.03670348,15.00743321,15.02206835,Post
F4,2019/4/1,10.93669063,10.8357099,10.88620027,Post
F5,2019/4/1,10.7265758,10.70947043,10.71802312,Post
F6,2019/4/1,15.99630108,15.94395802,15.97012955,Post
F7,2019/4/1,18.42759652,19.00640767,18.7170021,Post
F8,2019/4/1,13.12664017,13.11226547,13.11945282,Post
F9,2019/4/1,10.77066568,10.74079707,10.75573138,Post
G1,2019/4/1,13.00385167,13.00753721,13.00569444,Post
G10,2019/4/1,13.10840199,13.08737383,13.09788791,Post
G11,2019/4/1,15.94161979,16.04518787,15.99340383,Post
G12,2019/4/1,15.05689202,15.09522206,15.07605704,Post
G2,2019/4/1,11.97761568,12.00507408,11.99134488,Post
G3,2019/4/1,13.00093568,12.96524631,12.983091,Post
G4,2019/4/1,15.06784715,15.07079583,15.06932149,Post
G5,2019/4/1,13.97864847,14.00938924,13.99401886,Post
G6,2019/4/1,11.00253184,11.00408916,11.0033105,Post
G7,2019/4/1,9.812992258,10.27908368,10.04603797,Post
G8,2019/4/1,10.80819628,10.82381854,10.81600741,Post
G9,2019/4/1,15.0625422,14.68558408,14.87406314,Post
H1,2019/4/1,10.62360697,10.69354194,10.65857446,Post
H10,2019/4/1,11.03503649,11.08711193,11.06107421,Post
H11,2019/4/1,14.68509613,15.12226056,14.90367835,Post
H12,2019/4/1,10.83107417,10.79314575,10.81210996,Post
H2,2019/4/1,10.35767747,10.35035538,10.35401643,Post
H3,2019/4/1,18.98220969,18.98220969,18.98220969,Post
H4,2019/4/1,15.00018115,15.06687514,15.03352815,Post
H5,2019/4/1,13.15136042,12.89816868,13.02476455,Post
H6,2019/4/1,10.77280301,10.80137085,10.78708693,Post
H7,2019/4/1,16.98390125,18.01039679,17.49714902,Post
H8,2019/4/1,14.86161826,15.11513571,14.98837699,Post
H9,2019/4/1,12.19998101,12.1788857,12.18943336,Post
A1,2019/4/2,14.10310521,14.10184958,14.1024774,Post
A10,2019/4/2,10.02118756,9.95971249,9.990450025,Post
A11,2019/4/2,14.07954531,14.09969205,14.08961868,Post
A12,2019/4/2,10.93489639,10.96697587,10.95093613,Post
A2,2019/4/2,9.605394458,9.620803483,9.613098971,Post
A3,2019/4/2,14.73500736,15.10090917,14.91795827,Post
A4,2019/4/2,10.02239424,10.02047607,10.02143516,Post
A5,2019/4/2,11.04432861,11.1032466,11.07378761,Post
A6,2019/4/2,14.07795705,14.14042094,14.109189,Post
A7,2019/4/2,10.10429958,10.08617736,10.09523847,Post
A8,2019/4/2,15.11676826,14.74590951,14.93133889,Post
A9,2019/4/2,12.02010139,12.09247094,12.05628617,Post
B1,2019/4/2,11.07132701,11.11060851,11.09096776,Post
B10,2019/4/2,17.29693899,18.09718066,17.69705983,Post
B11,2019/4/2,12.0680624,12.10258472,12.08532356,Post
B12,2019/4/2,10.70443751,10.67113868,10.6877881,Post
B2,2019/4/2,9.674685451,9.624412042,9.649548747,Post
B3,2019/4/2,15.91603142,16.13448472,16.02525807,Post
B4,2019/4/2,10.09608618,10.10033777,10.09821198,Post
B5,2019/4/2,9.918157243,9.970163205,9.944160224,Post
B6,2019/4/2,16.70826149,17.10967281,16.90896715,Post
B7,2019/4/2,13.12179774,13.09446125,13.1081295,Post
B8,2019/4/2,10.23592093,10.25563418,10.24577756,Post
B9,2019/4/2,14.10124163,14.03987118,14.07055641,Post
C1,2019/4/2,9.734937813,9.748606979,9.741772396,Post
C10,2019/4/2,14.08739813,14.08976559,14.08858186,Post
C11,2019/4/2,17.08078038,17.0952908,17.08803559,Post
C12,2019/4/2,10.44202125,10.42942524,10.43572325,Post
C2,2019/4/2,12.11419069,12.11854066,12.11636568,Post
C3,2019/4/2,14.10025319,14.07924292,14.08974806,Post
C4,2019/4/2,17.56047358,18.12912934,17.84480146,Post
C5,2019/4/2,12.09639656,12.12815292,12.11227474,Post
C6,2019/4/2,10.03849198,10.01430052,10.02639625,Post
C7,2019/4/2,12.1093699,12.10446611,12.10691801,Post
C8,2019/4/2,14.0908051,14.08296299,14.08688405,Post
C9,2019/4/2,10.11230338,10.14688443,10.12959391,Post
D1,2019/4/2,9.98704574,10.0025734,9.99480957,Post
D10,2019/4/2,10.21949482,10.29212032,10.25580757,Post
D11,2019/4/2,14.0218942,14.11135413,14.06662417,Post
D12,2019/4/2,14.07682118,14.10674069,14.09178094,Post
D2,2019/4/2,14.10272417,14.06463128,14.08367773,Post
D3,2019/4/2,16.08918344,16.10110924,16.09514634,Post
D4,2019/4/2,12.10228924,12.08506483,12.09367704,Post
D5,2019/4/2,9.968163024,9.968738875,9.96845095,Post
D6,2019/4/2,9.815939677,9.789305198,9.802622438,Post
D7,2019/4/2,14.1067409,14.1222267,14.1144838,Post
D8,2019/4/2,10.03471554,10.05981086,10.0472632,Post
D9,2019/4/2,16.10788,16.07355576,16.09071788,Post
E1,2019/4/2,14.07827721,14.06718334,14.07273028,Post
E10,2019/4/2,12.10253726,12.12596385,12.11425056,Post
E11,2019/4/2,13.09337809,13.10504132,13.09920971,Post
E12,2019/4/2,10.38953342,10.41669333,10.40311338,Post
E2,2019/4/2,17.09341669,16.8173769,16.9553968,Post
E3,2019/4/2,9.96356085,9.962840979,9.963200915,Post
E4,2019/4/2,14.09361691,14.10919323,14.10140507,Post
E5,2019/4/2,13.09439639,13.0453625,13.06987945,Post
E6,2019/4/2,10.0633809,10.09820611,10.08079351,Post
E7,2019/4/2,14.08823188,13.9806833,14.03445759,Post
E8,2019/4/2,10.02239035,10.06155216,10.04197126,Post
E9,2019/4/2,12.09824545,12.11069347,12.10446946,Post
F1,2019/4/2,9.99325199,10.02987868,10.01156534,Post
F10,2019/4/2,16.10833792,15.81361372,15.96097582,Post
F11,2019/4/2,10.25656551,10.24104529,10.2488054,Post
F12,2019/4/2,12.09775118,12.03075243,12.06425181,Post
F2,2019/4/2,13.86938199,14.09751652,13.98344926,Post
F3,2019/4/2,14.09290617,14.06485868,14.07888243,Post
F4,2019/4/2,9.968601528,9.876619844,9.922610686,Post
F5,2019/4/2,9.833740517,9.82140674,9.827573629,Post
F6,2019/4/2,15.11449674,15.06205184,15.08827429,Post
F7,2019/4/2,17.6798441,18.10364639,17.89174525,Post
F8,2019/4/2,12.10129948,12.10060524,12.10095236,Post
F9,2019/4/2,9.904942417,9.864942628,9.884942523,Post
G1,2019/4/2,12.09209233,12.09521331,12.09365282,Post
G10,2019/4/2,12.10368295,12.0846451,12.09416403,Post
G11,2019/4/2,14.99483896,15.09414205,15.04449051,Post
G12,2019/4/2,14.04166066,14.08628826,14.06397446,Post
G2,2019/4/2,11.0835924,11.10724136,11.09541688,Post
G3,2019/4/2,12.08390373,12.05952711,12.07171542,Post
G4,2019/4/2,14.10507521,14.1059891,14.10553216,Post
G5,2019/4/2,13.05522149,13.08777219,13.07149684,Post
G6,2019/4/2,9.991568684,10.00303001,9.997299347,Post
G7,2019/4/2,9.047423705,9.387584566,9.217504136,Post
G8,2019/4/2,9.915350823,9.931284556,9.92331769,Post
G9,2019/4/2,14.13343944,13.8050984,13.96926892,Post
H1,2019/4/2,9.766448024,9.837500038,9.801974031,Post
H10,2019/4/2,10.03318354,10.07199939,10.05259147,Post
H11,2019/4/2,13.62759465,14.15202146,13.88980806,Post
H12,2019/4/2,9.875056924,9.843272017,9.859164471,Post
H2,2019/4/2,9.483712321,9.484942484,9.484327403,Post
H3,2019/4/2,18.06879345,18.06879345,18.06879345,Post
H4,2019/4/2,14.03681156,14.08341205,14.06011181,Post
H5,2019/4/2,12.10295736,11.98220142,12.04257939,Post
H6,2019/4/2,9.887505288,9.911634601,9.899569945,Post
H7,2019/4/2,16.21462778,17.0733666,16.64399719,Post
H8,2019/4/2,13.90156542,14.12709094,14.01432818,Post
H9,2019/4/2,11.11068819,11.08308399,11.09688609,Post
A1,2019/4/3,12.72291628,12.7201692,12.72154274,Post
A10,2019/4/3,8.532190264,8.470588344,8.501389304,Post
A11,2019/4/3,12.63994486,12.66641174,12.6531783,Post
A12,2019/4/3,9.283232656,9.31952949,9.301381073,Post
A2,2019/4/3,8.291474483,8.303615212,8.297544848,Post
A3,2019/4/3,13.2942649,13.7065008,13.50038285,Post
A4,2019/4/3,8.773622316,8.777778458,8.775700387,Post
A5,2019/4/3,9.640362781,9.699755288,9.670059035,Post
A6,2019/4/3,12.69201677,12.75246965,12.72224321,Post
A7,2019/4/3,8.796637215,8.775307003,8.785972109,Post
A8,2019/4/3,13.71561622,13.36031712,13.53796667,Post
A9,2019/4/3,10.65273819,10.72094457,10.68684138,Post
B1,2019/4/3,9.667659806,9.70759017,9.687624988,Post
B10,2019/4/3,16.00233538,16.72746236,16.36489887,Post
B11,2019/4/3,10.68600035,10.71693377,10.70146706,Post
B12,2019/4/3,9.093195056,9.060558951,9.076877004,Post
B2,2019/4/3,8.460986194,8.418904063,8.439945129,Post
B3,2019/4/3,14.54895542,14.76896295,14.65895919,Post
B4,2019/4/3,8.851687983,8.853987003,8.852837493,Post
B5,2019/4/3,8.610196299,8.658291021,8.63424366,Post
B6,2019/4/3,15.35499878,15.73149201,15.5432454,Post
B7,2019/4/3,11.69679449,11.67206833,11.68443141,Post
B8,2019/4/3,8.845615458,8.863687149,8.854651304,Post
B9,2019/4/3,12.70862927,12.64620413,12.6774167,Post
C1,2019/4/3,8.527981031,8.546588288,8.53728466,Post
C10,2019/4/3,12.76897542,12.76684226,12.76790884,Post
C11,2019/4/3,15.72255128,15.73696066,15.72975597,Post
C12,2019/4/3,8.876572573,8.855641174,8.866106874,Post
C2,2019/4/3,10.73191438,10.73701735,10.73446587,Post
C3,2019/4/3,12.74486295,12.72706226,12.73596261,Post
C4,2019/4/3,16.20370917,16.73326413,16.46848665,Post
C5,2019/4/3,10.75340194,10.78568401,10.76954298,Post
C6,2019/4/3,8.620408618,8.596336382,8.6083725,Post
C7,2019/4/3,10.78819099,10.78489978,10.78654539,Post
C8,2019/4/3,12.65555969,12.64784993,12.65170481,Post
C9,2019/4/3,8.620256851,8.664566958,8.642411905,Post
D1,2019/4/3,8.750678809,8.768937299,8.759808054,Post
D10,2019/4/3,8.725562837,8.79978533,8.762674084,Post
D11,2019/4/3,12.56249514,12.65036806,12.6064316,Post
D12,2019/4/3,12.73480354,12.76636698,12.75058526,Post
D2,2019/4/3,12.74303646,12.70865444,12.72584545,Post
D3,2019/4/3,14.75098563,14.75809854,14.75454209,Post
D4,2019/4/3,10.75644291,10.73602222,10.74623257,Post
D5,2019/4/3,8.672141799,8.674562583,8.673352191,Post
D6,2019/4/3,8.421183149,8.399791281,8.410487215,Post
D7,2019/4/3,12.70905038,12.72386233,12.71645636,Post
D8,2019/4/3,8.690064806,8.716696378,8.703380592,Post
D9,2019/4/3,14.73893188,14.70312941,14.72103065,Post
E1,2019/4/3,12.70296625,12.68781101,12.69538863,Post
E10,2019/4/3,10.70667557,10.72881353,10.71774455,Post
E11,2019/4/3,11.72756842,11.74686695,11.73721769,Post
E12,2019/4/3,8.783422427,8.813545122,8.798483775,Post
E2,2019/4/3,15.70304785,15.4493101,15.57617898,Post
E3,2019/4/3,8.641688208,8.646867125,8.644277667,Post
E4,2019/4/3,12.79458003,12.80433917,12.7994596,Post
E5,2019/4/3,11.76455288,11.71422672,11.7393898,Post
E6,2019/4/3,8.738167052,8.772616771,8.755391912,Post
E7,2019/4/3,12.73807924,12.62344205,12.68076065,Post
E8,2019/4/3,8.593042229,8.638274076,8.615658153,Post
E9,2019/4/3,10.71376865,10.73116961,10.72246913,Post
F1,2019/4/3,8.758979319,8.805877892,8.782428606,Post
F10,2019/4/3,14.74466233,14.44762455,14.59614344,Post
F11,2019/4/3,8.683928938,8.668087215,8.676008077,Post
F12,2019/4/3,10.70161457,10.63564229,10.66862843,Post
F2,2019/4/3,12.33739889,12.68394847,12.51067368,Post
F3,2019/4/3,12.76013983,12.73280424,12.74647204,Post
F4,2019/4/3,8.660146642,8.561903844,8.611025243,Post
F5,2019/4/3,8.431917101,8.416680861,8.424298981,Post
F6,2019/4/3,13.72105427,13.66850535,13.69477981,Post
F7,2019/4/3,16.33023774,16.73443542,16.53233658,Post
F8,2019/4/3,10.79827425,10.79319434,10.7957343,Post
F9,2019/4/3,8.404432611,8.366756844,8.385594728,Post
G1,2019/4/3,10.71773924,10.72228527,10.72001226,Post
G10,2019/4/3,10.76952857,10.75157175,10.76055016,Post
G11,2019/4/3,13.62115038,13.72282517,13.67198778,Post
G12,2019/4/3,12.60401427,12.64433844,12.62417636,Post
G2,2019/4/3,9.719765701,9.742033177,9.730899439,Post
G3,2019/4/3,10.69559763,10.66877131,10.68218447,Post
G4,2019/4/3,12.69907149,12.70163597,12.70035373,Post
G5,2019/4/3,11.6625083,11.69164553,11.67707692,Post
G6,2019/4/3,8.654365931,8.662339764,8.658352848,Post
G7,2019/4/3,7.560509677,7.963188677,7.761849177,Post
G8,2019/4/3,8.465199743,8.48004942,8.472624582,Post
G9,2019/4/3,12.6369067,12.17294955,12.40492813,Post
H1,2019/4/3,8.516995958,8.589521253,8.553258606,Post
H10,2019/4/3,8.499758042,8.544032212,8.521895127,Post
H11,2019/4/3,12.32888403,12.81434764,12.57161584,Post
H12,2019/4/3,8.290632806,8.257830847,8.274231827,Post
H2,2019/4/3,8.260828795,8.258131753,8.259480274,Post
H3,2019/4/3,16.69569142,16.69569142,16.69569142,Post
H4,2019/4/3,12.6782184,12.73336333,12.70579087,Post
H5,2019/4/3,10.78465119,10.61337376,10.69901248,Post
H6,2019/4/3,8.510115642,8.535525007,8.522820325,Post
H7,2019/4/3,14.84607795,15.74120434,15.29364115,Post
H8,2019/4/3,12.5703774,12.77710826,12.67374283,Post
H9,2019/4/3,9.756329674,9.728737003,9.742533339,Post
A1,2019/4/4,11.52628542,11.52444531,11.52536537,Post
A10,2019/4/4,7.441498278,7.377859094,7.409678686,Post
A11,2019/4/4,11.49661392,11.51303365,11.50482379,Post
A12,2019/4/4,7.775104451,7.805591472,7.790347962,Post
A2,2019/4/4,7.304194181,7.320236139,7.31221516,Post
A3,2019/4/4,12.21796684,12.5229576,12.37046222,Post
A4,2019/4/4,7.643845378,7.644717069,7.644281224,Post
A5,2019/4/4,8.468268781,8.526046128,8.497157455,Post
A6,2019/4/4,11.49894302,11.55511497,11.527029,Post
A7,2019/4/4,7.635520132,7.615467715,7.625493924,Post
A8,2019/4/4,12.54572007,12.24315604,12.39443806,Post
A9,2019/4/4,9.442859503,9.516441677,9.47965059,Post
B1,2019/4/4,8.499262382,8.538298288,8.518780335,Post
B10,2019/4/4,14.79313056,15.53459493,15.16386275,Post
B11,2019/4/4,9.494785656,9.52693099,9.510858323,Post
B12,2019/4/4,7.690920563,7.654580715,7.672750639,Post
B2,2019/4/4,7.504652215,7.452826708,7.478739462,Post
B3,2019/4/4,13.39608181,13.56396497,13.48002339,Post
B4,2019/4/4,7.659269913,7.659336063,7.659302988,Post
B5,2019/4/4,7.482675337,7.533478,7.508076669,Post
B6,2019/4/4,14.24151382,14.55288295,14.39719839,Post
B7,2019/4/4,10.54122694,10.51953644,10.53038169,Post
B8,2019/4/4,7.663726125,7.68182799,7.672777058,Post
B9,2019/4/4,11.54777563,11.48862278,11.51819921,Post
C1,2019/4/4,7.451062194,7.460323281,7.455692738,Post
C10,2019/4/4,11.51688073,11.52084757,11.51886415,Post
C11,2019/4/4,14.51641139,14.5224842,14.5194478,Post
C12,2019/4/4,7.625290552,7.609672889,7.617481721,Post
C2,2019/4/4,9.563062368,9.560753396,9.561907882,Post
C3,2019/4/4,11.52626128,11.50411813,11.51518971,Post
C4,2019/4/4,15.10714483,15.58644771,15.34679627,Post
